name,category,city,state,status,heat,source,phone,email,source_url,pic,pic_role,last_contact,next_follow_up,deal_size,remarks
SMJK Lau King Howe,SMJK (National-type Chinese),Sibu,Sarawak,Not Contacted,Hot,School collaboration outreach list,04-4053248,info@laukinghowe.edu.my,,,,,,0,Excellent potential for bilingual (Mandarin/English) Python & AI foundations curriculum. | Target level: Form 1 - Form 5
SMJK Sin Min,SMJK (National-type Chinese),Sungai Petani,Kedah,Not Contacted,Hot,School collaboration outreach list,04-4053760,info@sinmin.edu.my,,,,,,0,Excellent potential for bilingual (Mandarin/English) Python & AI foundations curriculum. | Target level: Form 1 - Form 5
SMJK Keat Hwa,SMJK (National-type Chinese),Alor Setar,Kedah,Not Contacted,Hot,School collaboration outreach list,04-4054272,info@keathwa.edu.my,,,,,,0,Excellent potential for bilingual (Mandarin/English) Python & AI foundations curriculum. | Target level: Form 1 - Form 5
SMJK Chio Min,SMJK (National-type Chinese),Kulim,Kedah,Not Contacted,Hot,School collaboration outreach list,04-4054784,info@chiomin.edu.my,,,,,,0,Excellent potential for bilingual (Mandarin/English) Python & AI foundations curriculum. | Target level: Form 1 - Form 5
SMJK Perlis,SMJK (National-type Chinese),Kangar,Perlis,Not Contacted,Hot,School collaboration outreach list,04-4055296,info@perlis.edu.my,,,,,,0,Excellent potential for bilingual (Mandarin/English) Python & AI foundations curriculum. | Target level: Form 1 - Form 5
SMJK Hwa Lian,SMJK (National-type Chinese),Mentakab,Pahang,Not Contacted,Hot,School collaboration outreach list,04-4055808,info@hwalian.edu.my,,,,,,0,Excellent potential for bilingual (Mandarin/English) Python & AI foundations curriculum. | Target level: Form 1 - Form 5
SMJK Tanah Rata,SMJK (National-type Chinese),Cameron Highlands,Pahang,Not Contacted,Hot,School collaboration outreach list,04-4056320,info@tanahrata.edu.my,,,,,,0,Excellent potential for bilingual (Mandarin/English) Python & AI foundations curriculum. | Target level: Form 1 - Form 5
SMJK Notre Dame Convent,SMJK (National-type Chinese),Melaka Tengah,Melaka,Not Contacted,Hot,School collaboration outreach list,04-4056832,info@notredameconvent.edu.my,,,,,,0,Excellent potential for bilingual (Mandarin/English) Python & AI foundations curriculum. | Target level: Form 1 - Form 5
SMJK Yok Bin,SMJK (National-type Chinese),Melaka Tengah,Melaka,Not Contacted,Hot,School collaboration outreach list,04-4057344,info@yokbin.edu.my,,,,,,0,Excellent potential for bilingual (Mandarin/English) Python & AI foundations curriculum. | Target level: Form 1 - Form 5
SMJK Pay Fong,SMJK (National-type Chinese),Melaka Tengah,Melaka,Not Contacted,Hot,School collaboration outreach list,04-4057856,info@payfong.edu.my,,,,,,0,Excellent potential for bilingual (Mandarin/English) Python & AI foundations curriculum. | Target level: Form 1 - Form 5
SMJK Pei Chun,SMJK (National-type Chinese),Pontian,Johor,Not Contacted,Cool,School collaboration outreach list,07-3026334,info@peichun.edu.my,,,,,,0,Excellent potential for bilingual (Mandarin/English) Python & AI foundations curriculum. | Target level: Form 1 - Form 5
SMJK Yoke Kuan,SMJK (National-type Chinese),Sekinchan,Selangor,Not Contacted,Hot,School collaboration outreach list,03-7039675,info@yokekuan.edu.my,,,,,,0,Excellent potential for bilingual (Mandarin/English) Python & AI foundations curriculum. | Target level: Form 1 - Form 5
Kolej Vokasional Tanjung Puteri,Kolej Vokasional / Teknik,Johor Bahru,Johor,Not Contacted,Hot,School collaboration outreach list,07-3026796,jkv1116@moe.edu.my,,,,,,0,Great match for modern tech curriculum / specialized AI workshops. | Target level: Diploma/Certificate
SMK Sultan Abdul Samad,SMK (National Secondary),Petaling Jaya,Selangor,Not Contacted,Warm,School collaboration outreach list,03-7040365,JEA1118@moe.edu.my,,,,,,0,Great match for modern tech curriculum / specialized AI workshops. | Target level: Form 1 - Form 5
SMK Victoria Institution,SMK (National Secondary),Subang Jaya,Selangor,Not Contacted,Warm,School collaboration outreach list,03-7040710,JEA1119@moe.edu.my,,,,,,0,Great match for modern tech curriculum / specialized AI workshops. | Target level: Form 1 - Form 5
SMK Methodist Boys' School,SMK (National Secondary),Shah Alam,Selangor,Not Contacted,Warm,School collaboration outreach list,03-7041055,JEA1120@moe.edu.my,,,,,,0,Great match for modern tech curriculum / specialized AI workshops. | Target level: Form 1 - Form 5
SMK St. John's Institution,SMK (National Secondary),Klang,Selangor,Not Contacted,Warm,School collaboration outreach list,03-7041400,JEA1121@moe.edu.my,,,,,,0,Great match for modern tech curriculum / specialized AI workshops. | Target level: Form 1 - Form 5
SM Teknik Johor Bahru,Kolej Vokasional / Teknik,Johor Bahru,Johor,Not Contacted,Hot,School collaboration outreach list,07-2361028,jke1001@moe.edu.my,,,,,,0,Great match for modern tech curriculum / specialized AI workshops. | Target level: Diploma/Certificate
SMK Taman Tun Dr Ismail,SMK (National Secondary),Puchong,Selangor,Not Contacted,Warm,School collaboration outreach list,03-7042090,JEA1123@moe.edu.my,,,,,,0,Great match for modern tech curriculum / specialized AI workshops. | Target level: Form 1 - Form 5
SMK Damansara Utama,SMK (National Secondary),Ampang,Selangor,Not Contacted,Warm,School collaboration outreach list,03-7042435,JEA1124@moe.edu.my,,,,,,0,Great match for modern tech curriculum / specialized AI workshops. | Target level: Form 1 - Form 5
SMK Subang Utama,SMK (National Secondary),Kuala Lumpur,Kuala Lumpur,Not Contacted,Warm,School collaboration outreach list,03-7042780,JEA1125@moe.edu.my,,,,,,0,Great match for modern tech curriculum / specialized AI workshops. | Target level: Form 1 - Form 5
SMK Seafield,SMK (National Secondary),Petaling Jaya,Selangor,Not Contacted,Warm,School collaboration outreach list,03-7043125,JEA1126@moe.edu.my,,,,,,0,Great match for modern tech curriculum / specialized AI workshops. | Target level: Form 1 - Form 5
SMK Bukit Jelutong,SMK (National Secondary),Shah Alam,Selangor,Not Contacted,Warm,School collaboration outreach list,03-7043815,JEA1128@moe.edu.my,,,,,,0,Great match for modern tech curriculum / specialized AI workshops. | Target level: Form 1 - Form 5
SMK Seksyen 9 Shah Alam,SMK (National Secondary),Klang,Selangor,Not Contacted,Warm,School collaboration outreach list,03-7044160,JEA1129@moe.edu.my,,,,,,0,Great match for modern tech curriculum / specialized AI workshops. | Target level: Form 1 - Form 5
SMK Bandar Utama,SMK (National Secondary),Cheras,Selangor,Not Contacted,Warm,School collaboration outreach list,03-7044505,JEA1130@moe.edu.my,,,,,,0,Great match for modern tech curriculum / specialized AI workshops. | Target level: Form 1 - Form 5
SMK Sinar Bintang,SMK (National Secondary),Puchong,Selangor,Not Contacted,Warm,School collaboration outreach list,03-7044850,JEA1131@moe.edu.my,,,,,,0,Great match for modern tech curriculum / specialized AI workshops. | Target level: Form 1 - Form 5
SMK Cheras,SMK (National Secondary),Kuala Lumpur,Kuala Lumpur,Not Contacted,Warm,School collaboration outreach list,03-7045540,JEA1133@moe.edu.my,,,,,,0,Great match for modern tech curriculum / specialized AI workshops. | Target level: Form 1 - Form 5
SMK Sri Sentosa,SMK (National Secondary),Petaling Jaya,Selangor,Not Contacted,Warm,School collaboration outreach list,03-7045885,JEA1134@moe.edu.my,,,,,,0,Great match for modern tech curriculum / specialized AI workshops. | Target level: Form 1 - Form 5
SMK Setapak,SMK (National Secondary),Subang Jaya,Selangor,Not Contacted,Warm,School collaboration outreach list,03-7046230,JEA1135@moe.edu.my,,,,,,0,Great match for modern tech curriculum / specialized AI workshops. | Target level: Form 1 - Form 5
SMK Wangsa Maju,SMK (National Secondary),Shah Alam,Selangor,Not Contacted,Warm,School collaboration outreach list,03-7046575,JEA1136@moe.edu.my,,,,,,0,Great match for modern tech curriculum / specialized AI workshops. | Target level: Form 1 - Form 5
SMK Sultan Abdul Samad,SMK (National Secondary),Cheras,Selangor,Not Contacted,Warm,School collaboration outreach list,03-7047265,JEA1138@moe.edu.my,,,,,,0,Great match for modern tech curriculum / specialized AI workshops. | Target level: Form 1 - Form 5
SMK Victoria Institution,SMK (National Secondary),Puchong,Selangor,Not Contacted,Warm,School collaboration outreach list,03-7047610,JEA1139@moe.edu.my,,,,,,0,Great match for modern tech curriculum / specialized AI workshops. | Target level: Form 1 - Form 5
SMK Methodist Boys' School,SMK (National Secondary),Ampang,Selangor,Not Contacted,Warm,School collaboration outreach list,03-7047955,JEA1140@moe.edu.my,,,,,,0,Great match for modern tech curriculum / specialized AI workshops. | Target level: Form 1 - Form 5
SMK St. John's Institution,SMK (National Secondary),Kuala Lumpur,Kuala Lumpur,Not Contacted,Warm,School collaboration outreach list,03-7048300,JEA1141@moe.edu.my,,,,,,0,Great match for modern tech curriculum / specialized AI workshops. | Target level: Form 1 - Form 5
SMK Taman Tun Dr Ismail,SMK (National Secondary),Subang Jaya,Selangor,Not Contacted,Warm,School collaboration outreach list,03-7048990,JEA1143@moe.edu.my,,,,,,0,Great match for modern tech curriculum / specialized AI workshops. | Target level: Form 1 - Form 5
SMK Damansara Utama,SMK (National Secondary),Shah Alam,Selangor,Not Contacted,Warm,School collaboration outreach list,03-7049335,JEA1144@moe.edu.my,,,,,,0,Great match for modern tech curriculum / specialized AI workshops. | Target level: Form 1 - Form 5
SMK Subang Utama,SMK (National Secondary),Klang,Selangor,Not Contacted,Warm,School collaboration outreach list,03-7049680,JEA1145@moe.edu.my,,,,,,0,Great match for modern tech curriculum / specialized AI workshops. | Target level: Form 1 - Form 5
SMK Seafield,SMK (National Secondary),Cheras,Selangor,Not Contacted,Warm,School collaboration outreach list,03-7050025,JEA1146@moe.edu.my,,,,,,0,Great match for modern tech curriculum / specialized AI workshops. | Target level: Form 1 - Form 5
SMK Bukit Jelutong,SMK (National Secondary),Ampang,Selangor,Not Contacted,Warm,School collaboration outreach list,03-7050715,JEA1148@moe.edu.my,,,,,,0,Great match for modern tech curriculum / specialized AI workshops. | Target level: Form 1 - Form 5
SMK Seksyen 9 Shah Alam,SMK (National Secondary),Kuala Lumpur,Kuala Lumpur,Not Contacted,Warm,School collaboration outreach list,03-7051060,JEA1149@moe.edu.my,,,,,,0,Great match for modern tech curriculum / specialized AI workshops. | Target level: Form 1 - Form 5
SMK Bandar Utama,SMK (National Secondary),Petaling Jaya,Selangor,Not Contacted,Warm,School collaboration outreach list,03-7051405,JEA1150@moe.edu.my,,,,,,0,Great match for modern tech curriculum / specialized AI workshops. | Target level: Form 1 - Form 5
SMK Sinar Bintang,SMK (National Secondary),Subang Jaya,Selangor,Not Contacted,Warm,School collaboration outreach list,03-7051750,JEA1151@moe.edu.my,,,,,,0,Great match for modern tech curriculum / specialized AI workshops. | Target level: Form 1 - Form 5
